OFFENDER_ID,TITLE,FIRST_NAME,MIDDLE_NAME,LAST_NAME,SUFFIX,BIRTH_DATE,SEX_CODE,NOMS_ID,ETHNICITY_CODE,ETHNICITY,CRO_NUMBER,PNC_NUMBER,WORKING_NAME,NATIONALITY,SECOND_NATIONALITY,SEXUAL_ORIENTATION,ROOT_OFFENDER_ID
1010500,,PUSS,IN,BO-OTS,,25/03/70,M,A8445AA,O9,Other: Any other background,,,Y,IRISH,,,1010500
1010534,,OFF5086ETH4,,BO-OFFENDER,,03/03/59,M,A8479AA,,,,,Y,,,,1010534
1010587,,PAYMENT,,BO NUS,,04/04/77,M,A8532AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1010587
1010588,,WOOD,,BO LLY,,05/05/83,M,A8533AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1010588
1010590,,NIGHTS,,BO OGY,,07/07/77,M,A8535AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1010590
1010591,,WORM,,BO OK,,11/11/76,M,A8536AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1010591
1010592,,TIME,,BO RROWED,,03/03/79,M,A8537AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1010592
1010593,,YARD,,BO AT,,08/08/78,M,A8538AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1010593
1010594,,BLAST,,BO MB,,09/09/79,M,A8539AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1010594
1010595,,LANGFORD,,BO NNY,,02/02/75,F,A8540AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1010595
1010596,,NEW,,BO-NEWGUY,,01/01/67,F,A8541AA,,,,,Y,IRISH,,,1010596
1010597,MR,APPLE,,BO-OFFENDER,,01/01/70,M,A8542AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1010597
1010833,MR,JACK,,LONDON,,08/08/68,M,A8778AA,W2,White : Irish,,,Y,IRISH,,,1010833
1011407,MRS,BRENDA,,CRACKER,,05/07/71,F,A9312AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1011407
1012467,MR,SAM,,B0TONIST,,01/01/73,M,A8504AA,W9,White: Any other background,,,,,,,1010560
1012767,,GUARD,,BO-RDER,,01/01/64,M,A0501AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1012767
1012788,MRS,BRIDGET,,LOCK,,11/01/75,F,A0522AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1012788
1012907,,JASON,,BO-URNE,,26/10/81,M,A0641AA,M1,Mixed: White and Black Caribbean,,,Y,IRISH,,,1012907
1013047,,ATOM,,BO-MB,,13/05/69,M,A0781AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013047
1057827,,17779-SAME,,NIGEL,,01/01/70,M,A3274AG,,,,,Y,,,,1057827
1013287,,KENNETH,,BO-GREATWAR,,26/10/61,NK,A1001AA,M3,Mixed: White and Asian,,,Y,IRISH,,,1013287
1013294,,TEST,,BO-DISCHARGE,,01/01/66,M,A1008AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1013294
1013309,,TEST,,BO-5038NUM2,,03/02/55,F,A1023AA,M1,Mixed: White and Black Caribbean,,,Y,IRISH,,,1013309
1013310,,TEST,,BO-5038THREE,,01/01/85,F,A1024AA,W2,White : Irish,,,Y,IRISH,,,1013310
1013328,,CINDY,,YIP,,01/01/80,F,A1042AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013328
1013329,,TEST,,OFFENDER5,,14/07/81,M,A1043AA,,,,,Y,IRISH,,,1013329
1013330,,DATE,,TERM,,21/04/78,M,A1044AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013330
1013331,,TEST,,OFFENDER6,,12/12/79,F,A1045AA,,,,,,,,,1013331
1013332,,TEST,,DARRENESL,,12/04/85,M,A1046AA,W9,White: Any other background,,2002/20B,Y,,,,1013332
1013333,,TEST,,DARRENESL1,,14/05/82,M,A1047AA,W2,White : Irish,,2002/20B,Y,,,,1013333
1006507,,5161,,DEFECT,,05/01/61,F,A4592AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1006507
1007307,,PATRICK,,BO-RDER,,01/01/76,M,A5372AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1007307
1007327,,SANTA,,DATA-CLAUS,,25/12/46,M,A5392AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1007327
1007328,,TREVOR,,BO-RDER,,01/03/77,M,A5393AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1007328
1008089,MR,DICK,HARRY,DATA-TOM,,01/01/81,M,A6152AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,,,,,1008087
1008090,,BO-TCHED,,JOB,,15/02/84,M,A6154AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1008090
1008094,,FRANK,,BPM-COLLIN,,13/03/66,M,A6158AA,,,,,Y,,,,1008094
1008096,,KING,,PIN,,25/12/61,M,A6160AA,B1,Black/Black British: Caribbean,,,Y,IRISH,,,1008096
1008107,,BILLY,,BO-NE IDLE,,22/05/82,M,A6172AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1008107
1008108,,AGAIN,,BO-UGHTOFF,,15/02/84,M,A6173AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,STATELESS,,BISEXUAL,1008108
1008109,,STUART,JAMES,ROLINSON,,16/02/71,M,A6174AA,,,,,Y,,,,1008109
1008111,,JOHN,,SMITH,,19/02/84,M,A6176AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,,,,,1008111
1008130,,EXPEDITED,,BREACH,,13/09/76,M,A6195AA,,,,,Y,,,,1008130
1008131,,JOHNSON,,BO-RIS,,29/06/69,M,A6196AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1008131
1008136,,TESTING,,ALIASES,,18/02/70,F,A5792AA,,,,,,,,,1007727
1008148,,TWO,,FAILURE,,13/03/66,F,A6213AA,,,,,Y,,,,1008148
1008167,,ROCKY,,BO-DIDLY,,21/01/83,M,A6232AA,W1,White: Eng./Welsh/Scot./N.Irish/British,235435,02/153W,Y,,,,1008167
1008227,MR,ROY,,SOUSTER,,25/09/44,M,A6292AA,,,,,Y,IRISH,,,1008227
1008231,,ROBERT,,SOUSTER,,01/06/88,M,A6296AA,,,,,Y,IRISH,,,1008231
1008232,MR,PEAR,PINEAPPLE,BO-BENSON,,13/12/69,M,A6297AA,W1,White: Eng./Welsh/Scot./N.Irish/British,234567890,02/153W,,,,,1008232
1008233,,BANANA,APPLE,BO-BENSONI,,01/01/86,M,A6297AA,W9,White: Any other background,234567890,02/153W,,,,,1008232
1008254,,KAZHAK,,BO-RAT,,19/02/83,M,A6317AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1008254
1008268,,C,,RR,,01/02/73,F,A6333AA,,,,,Y,,,,1008268
1008367,,RELEASE,,LICENCE,,25/08/80,M,A6432AA,,,,,Y,IRISH,,,1008367
1008368,,LOCATIONTEST,,NWIINMATE,,01/01/81,M,A6433AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1008368
1008428,MISS,JANE,MARY,BO-LE,,07/06/60,F,A6493AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1008428
1008447,,INMATESTATUS,,DATA-CHSINMATE,,01/01/90,M,A6512AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1008447
1008467,,JAMES,,BROWN,,15/10/85,M,A6532AA,W9,White: Any other background,,,Y,,,,1008467
1008468,,SHAUN,,WRIGLEY,,15/10/81,M,A6533AA,,,,,Y,IRISH,,,1008468
1008469,,JULIE,,MYLING,,15/10/87,F,A6534AA,B9,Black/Black British: Any other Backgr'nd,,,Y,IRISH,,,1008469
1008470,,JOHN,,DRUMMOND,,15/10/86,M,A6535AA,,,,,,,,,1008470
1008471,MR,WILLIAM,,WRIGLEY,,15/10/80,M,A6536AA,,,,,Y,IRISH,,,1008471
1008472,,RACHAEL,,WINCANTON,,15/10/89,F,A6537AA,,,,,Y,IRISH,,,1008472
1008473,,STEPHEN,,SMALL,,15/10/82,M,A6538AA,,,,,Y,,,,1008473
1011967,,WAL,,WOLVES,,04/04/75,M,A9772AA,,,,,,,,,1011947
1011987,,TEST,,BO-SPEND,,01/02/77,M,A9792AA,W2,White : Irish,,,Y,IRISH,,,1011987
1012087,,AMI,,BO-VERRED,,11/01/07,M,A9892AA,W2,White : Irish,,,Y,,,,1012087
1012107,,AREYOU,,BO-VERRED,,11/05/67,M,A9912AA,W2,White : Irish,,,Y,,,,1012107
1012187,,YATATATAR,,BO-YNGBOO,,01/01/67,M,A9992AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1012187
1012227,,BALANCE,,BO-HISTORIC,,01/01/59,M,A0021AA,W2,White : Irish,,,Y,IRISH,,,1012227
1012247,,JACK,,JACKSON,,15/10/59,M,A0041AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1012247
1012347,,ARETHEY,,BO-VERRED,,14/05/67,M,A0121AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1012347
1012407,,ASDA,,BO-LLINGER,,14/05/78,M,A0181AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1012407
1012587,,MAVIS,,BO-RCHESTER,,15/04/80,F,A0321AA,W2,White : Irish,,,Y,,,,1012587
1012607,,ASHLEY,,BO-RCHESTER,,20/07/81,NS,A0341AA,NS,Prefer not to say,,,Y,,,,1012607
1012627,,COUNCIL,,BO-ROUGH,,01/01/60,M,A0361AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1012627
1012647,,RANG,,BO-OMER,,01/01/61,M,A0381AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1012647
1012668,,JOB,,BO-OB,,01/01/63,M,A0402AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1012668
1012687,,GUARD,,BO-ORDER,,01/01/64,M,A0421AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1012687
1012707,,NUCLEAR,,BO-MB,,01/01/65,M,A0441AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1012707
1012727,,FANNY,,BO-RCHESTER,,13/09/70,F,A0461AA,W9,White: Any other background,,,Y,IRISH,,,1012727
1012728,,DRINK,,BO-VRIL,,01/01/66,M,A0462AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1012728
1012747,,AGAIN,,BO-RN,,01/01/67,M,A0481AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1012747
1012787,MRS,MARRION,,FARMER,,16/06/65,F,A0521AA,W2,White : Irish,,,Y,IRISH,,,1012787
1012789,MRS,MARRION,,RYAN,,16/06/66,F,A0523AA,W2,White : Irish,,,Y,BRITISH,,,1012789
1012790,,OOJANIKA,,BO-LOKOV,,15/12/70,NS,A0524AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1012790
1012791,MISS,GLORIA,,HAYNES,,01/11/65,F,A0525AA,B1,Black/Black British: Caribbean,,,Y,,,,1012791
1012792,MISS,SARAH,,HARDING,,12/10/70,F,A0526AA,W2,White : Irish,,,Y,BRITISH,,,1012792
1012793,MISS,RITA,,BOND,,14/06/71,F,A0527AA,B1,Black/Black British: Caribbean,,,Y,,,,1012793
1012794,,CHECK,,HOTPAGE,,14/02/75,M,A0528AA,W9,White: Any other background,,,,,,,1012794
1012795,,JOSEPHINE,JAMIE,BEAN,,17/08/69,F,A0529AA,,,,,Y,IRISH,,,1012795
1012796,,TESTONE,,LIFELICENCE,,01/01/50,M,A0530AA,W2,White : Irish,,,Y,IRISH,,,1012796
1012807,,JOSEPHINE,JAMIE,BEAN,,07/04/68,F,A3443AA,,,,,Y,IRISH,,,1005297
1012808,,DFKJ;,,NEW,,12/12/80,M,A0541AA,W9,White: Any other background,,,Y,,,,1012808
1012809,,REQUIREMENT,,TRANSFER,,01/03/66,M,A0542AA,W9,White: Any other background,,,Y,IRISH,,,1012809
1012827,,SARAH,,SMITHBAG,,09/09/59,M,A6824AA,,,,,Y,IRISH,,,1008740
1012828,,SARAH,,SMITHBAG,,09/09/59,F,A6722AA,,,,,Y,IRISH,,,1008644
1012833,,D123,,DEFECT,,07/07/77,M,A0563AA,,,,,Y,,,,1012833
1012849,,CUTHBERT,,CATERAM,,12/04/74,M,A0583AA,,,,,Y,,,,1012849
1009908,,STEF,150974,SHIPPY,,28/01/70,F,A7975AA,,,,04/7284C,,,,,1009890
1010047,MR,ERIC,,JOBLOGG,,10/10/80,M,A8072AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,,,,,1010047
1010107,,WILLIAM,,BROWNE,,20/04/73,M,A4652AA,,,,,Y,IRISH,,,1006567
1013227,,RECEP,,BO-VIEWPOP,,01/01/48,M,A0941AA,,,,,Y,,,,1013227
1014646,,QA8,,QA8,,01/01/75,M,A2294AA,,,,,Y,,,,1014646
1014644,,QA6,,QA6,,01/01/75,M,A2292AA,,,,,,,,,1014644
1014645,,QA7,,QA7,,01/01/75,M,A2293AA,,,,,,,,,1014645
1014647,,ABC1,,ABC1,,01/01/75,M,A2295AA,,,,,,,,,1014647
1014648,,ABC2,,ABC2,,01/01/75,M,A2296AA,,,,,,,,,1014648
1014649,,ABC3,,ABC3,,01/01/75,M,A2297AA,,,,,,,,,1014649
1014650,,ABC4,,ABC4,,01/01/75,M,A2298AA,,,,,,,,,1014650
1014651,,ABC5,,ABC5,,01/01/75,M,A2299AA,,,,,,,,,1014651
1014652,,ABC6,,ABC6,,01/01/75,M,A2300AA,,,,,,,,,1014652
1014653,,ABC7,,ABC7,,01/01/75,M,A2301AA,,,,,,,,,1014653
1014654,,ABC8,,ABC8,,01/01/75,M,A2302AA,,,,,,,,,1014654
1014655,,SENTCALC1,,SENTCALC11,,01/01/75,M,A2303AA,,,,,Y,,,,1014655
1014656,,SENTCALC2,,SENTCALC12,,01/01/75,M,A2304AA,,,,,Y,,,,1014656
1014657,,SENTCALC3,,SENTCALC13,,01/01/75,M,A2305AA,,,,,Y,,,,1014657
1014658,,SENTCALC4,,SENTCALC14,,01/01/75,M,A2306AA,,,,,,,,,1014658
1014659,,SENTCALC5,,SENTCALC15,,01/01/75,M,A2307AA,,,,,,,,,1014659
1014660,,SENTCALC6,,SENTCALC16,,01/01/75,M,A2308AA,,,,,,,,,1014660
1014661,,SENTCALC7,,SENTCALC17,,01/01/75,M,A2309AA,,,,,,,,,1014661
1014662,,SENTCALC8,,SENTCALC18,,01/01/75,M,A2310AA,,,,,,,,,1014662
1014665,,SENTCALC002,,SENTCALC002,,01/01/75,M,A2313AA,,,,,Y,,,,1014665
1014666,,SENTCALC003,,SENTCALC003,,01/01/75,M,A2314AA,,,,,Y,,,,1014666
1014668,MRS,SENTCALC006,,SENTCALC006,JR,01/01/75,M,A2316AA,W9,White: Any other background,,2004/6R,Y,,,,1014668
1014669,,SENTCALC007,,SENTCALC007,,01/01/75,M,A2317AA,,,,,Y,,,,1014669
1014670,,SENTCALC008,,SENTCALC008,,01/01/75,M,A2318AA,,,,,Y,,,,1014670
1014671,,SENTCALC009,,SENTCALC009,,01/01/75,M,A2319AA,,,,,Y,,,,1014671
1014672,,SENTCALC002,,SENTCALC0010,,01/01/75,M,A2320AA,,,,,Y,,,,1014672
1014673,,SENTCALC003,,SENTCALC0011,,01/01/75,M,A2321AA,,,,,Y,,,,1014673
1010531,,MOV5086ETHNIC,,BO-OFFENDER,,01/01/56,M,A8476AA,W2,White : Irish,,,Y,,,,1010531
1010532,,OFF5086ETH2,,BO-OFFENDER,,01/01/66,M,A8477AA,M1,Mixed: White and Black Caribbean,,,Y,,,,1010532
1010533,,OFF5086ETH3,,BO-OFFENDER,,02/02/76,M,A8478AA,,,,04/6205E,Y,,,,1010533
1010573,,OGRS8,,BO-OFFENDER,,14/09/74,M,A8517AA,A2,Asian/Asian British: Pakistani,,,Y,IRISH,,,1010573
1012327,,TONY,,BLAIR,,01/04/56,M,A0101AA,,,,,Y,IRISH,,,1012327
1012810,,TEST,,BO-FIN34,,01/02/73,M,A0543AA,W9,White: Any other background,,,Y,IRISH,,,1012810
1012811,,TEST2,,BO-FIN34,,01/01/72,M,A0544AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1012811
1012894,,RENT,,BO-ND,,03/09/72,M,A0628AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1012894
1013335,,TEST,,DARRENESL3,,13/12/75,M,A1049AA,W9,White: Any other background,,,Y,,,,1013335
1013340,MR,ANDREW,,ACTON-COMMON,,23/11/75,M,A1054AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1013340
1013342,,FRANK,,KENSINGTON,,19/05/83,M,A1056AA,B1,Black/Black British: Caribbean,,,Y,IRISH,,,1013342
1013362,MR,BARRY,,BO-UNPAID2,,15/04/59,M,A1076AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013362
1013384,,GORDON,,BROWN,,25/07/72,M,A1098AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,,,,,1013384
1013404,,HILARY,,BO-RCHESTER,,22/06/84,NK,A1118AA,W9,White: Any other background,,,Y,IRISH,,,1013404
1013424,,SIMON,,SSSO,,14/04/78,M,A1138AA,,,,,Y,IRISH,,,1013424
1013445,,IVOR,,ALTSR7-REVIEW,,14/01/78,M,A1159AA,,,,,Y,,,,1013445
1013446,,TIM,,DATA-HENMAN,,01/04/77,M,A1160AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013446
1013472,MR,LEROY,DARREN,APPLE,,01/12/80,M,A1186AA,B9,Black/Black British: Any other Backgr'nd,,,Y,,,,1013472
1013474,,DWAYNE,,BLACKHURST,,16/11/75,M,A1188AA,B1,Black/Black British: Caribbean,,,Y,IRISH,,,1013474
1013475,,JOHN,WILLIAM,BROWN,,22/11/80,M,A1189AA,B1,Black/Black British: Caribbean,,,Y,IRISH,,,1013475
1013476,,JOHN,RICHARD,BROWN,,01/01/83,M,A1190AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013476
1013477,,CHARLIE,,BROWNE,,01/05/51,M,A1191AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1013477
1013479,,GRAHAM,,COPPERMAN,,27/06/68,M,A1193AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013479
1013480,,EDWARD,,DIAMOND,,22/05/80,M,A1194AA,W9,White: Any other background,,,Y,,,,1013480
1013482,,HEATHER,GILLIAN,GREEN,,20/08/85,F,A1196AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1013482
1013483,,THOMAS,,GREY,,09/09/73,M,A1197AA,M2,Mixed: White and Black African,,,Y,,,,1013483
1013484,,YASMIN,,HUSSAIN,,19/05/81,F,A1198AA,A3,Asian/Asian British: Bangladeshi,,,Y,IRISH,,,1013484
1013486,,PATRICK,,LEMONIUS,,18/11/85,M,A1200AA,B9,Black/Black British: Any other Backgr'nd,,,Y,IRISH,,,1013486
1013487,,BAPTISTE,GUY,NOIRETTE,,01/08/60,M,A1201AA,W9,White: Any other background,,,Y,IRISH,,,1013487
1013488,,IKENNA,,ORANGE,,15/06/71,M,A1202AA,B2,Black/Black British: African,,,Y,IRISH,,,1013488
1013489,,RAJESH,,PATEL,,15/01/69,M,A1203AA,A1,Asian/Asian British: Indian,,,Y,IRISH,,,1013489
1013490,,ROSALIND,STEPHANIE,PINKNEY,,17/06/81,F,A1204AA,B1,Black/Black British: Caribbean,,,Y,IRISH,,,1013490
1008474,,LOUISE,,STERLING,,15/10/88,F,A6539AA,M1,Mixed: White and Black Caribbean,,,Y,IRISH,,,1008474
1008475,,STEPHEN,,SMALL,,15/10/85,M,A6540AA,,,,,Y,IRISH,,,1008475
1008476,,JOHN,,DRUMMOND,,15/10/86,M,A6541AA,,,,,Y,AUSTRALIAN,,,1008476
1008477,,BRIAN,,BIGGELSWORTH,,15/10/85,M,A6542AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1008477
1008486,,HOME LEAVE,,DATA-TEMP-ABSENCE,,01/05/81,M,A6551AA,,,,,Y,,,,1008486
1008491,,OLIVER,,OXFORD,,14/05/74,M,A6572AA,A9,Asian/Asian British: Any other backgr'nd,,,Y,IRISH,,,1008491
1008492,,MAXWELL,,MANSFIELD,,15/05/65,M,A6573AA,,,,,Y,IRISH,,,1008492
1008493,,BIG,,BO-OM,,31/01/83,NS,A6574AA,O9,Other: Any other background,,,Y,IRISH,,,1008493
1008509,,COMPLETE,AND,BO-NEHEAD,,01/01/78,M,A6594AA,O1,Chinese,,,Y,IRISH,,,1008509
1008510,,JERRY,,STUTTARD,,12/02/71,M,A6595AA,,,,,,,,,1008510
1008513,MR,SCOTT,SHUGGIE,DOUGLAS,,18/02/72,M,A6598AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1008513
1008515,,SHUGGIE,THE,THIEF,,29/02/84,NK,A6599AA,W9,White: Any other background,,,,,,,1008514
1008517,,SHUGGIE,THE TOY,THIEF,,18/02/71,M,A6601AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1008517
1008518,,ABRAHAM,,DATA-LINCOLN,,01/01/1810,M,A6602AA,,,,,Y,IRISH,,,1008518
1008520,,MOVEMENT,,DATA-INMATE-AT-COURT,,01/10/82,M,A6603AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1008520
1008521,,BIGGELSWORTH,,BRIAN,,15/10/85,M,A6542AA,,,,,,,,,1008477
1008522,,ONE,,TERMINATION,,01/01/70,M,A6604AA,,,,,Y,,,,1008522
1008528,,AGE21,,DATA-RSI-INMATE,,01/12/85,M,A6613AA,,,,,Y,,,,1008528
1008529,,AGE17,,DATA-RSI-INMATE,,02/02/90,M,A6614AA,,,,,Y,,,,1008529
1008531,,ACTIVITY,PRISON,END,,04/12/77,M,A6616AA,,,,,Y,,,,1008531
1008532,,AGE18,,DATA-RSI-INMATE,,31/01/89,M,A6617AA,,,,,Y,IRISH,,,1008532
1008533,,AGE19,,DATA-RSI-INMATE,,30/01/88,M,A6618AA,,,,,Y,IRISH,,,1008533
1008534,,AGE20,,DATA-RSI-INMATE,,29/01/87,M,A6619AA,,,,,Y,,,,1008534
1008552,,TEST,,RELPAPER,,13/03/88,M,A6636AA,W9,White: Any other background,,,Y,BRITISH,,REFUSED,1008552
1008553,MR,DALE,,WINTON,,06/09/80,M,A6634AA,W2,White : Irish,X012345,,Y,,,,1008550
1008556,,PHIL,,PHILLIPS,,08/01/63,M,A6639AA,W2,White : Irish,,,Y,IRISH,,,1008556
1008560,MR,STAMFORD,,BROOK,,19/09/85,M,A6642AA,,,,NO/TAREALNUMBER123,Y,IRISH,,,1008560
1008598,,HAZEL,,WALLS,,21/12/71,F,A6683AA,W9,White: Any other background,,,Y,IRISH,,,1008598
1008613,MISS,GEORGE,,PILKINGTON,,07/11/81,M,A6697AA,M2,Mixed: White and Black African,,,Y,,,,1008613
1008619,MRS,BETTY,,DALEY,,18/06/56,F,A6703AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,,,,,1008619
1008622,MRS,BRENDA,,LEE,,05/05/55,F,A6705AA,W9,White: Any other background,,,Y,,,,1008622
1008623,MISS,CANDICE,,ORANGEMAN,,04/02/73,F,A6706AA,W2,White : Irish,,,,,,,1008623
1008624,MISS,CASSIE,,WEST,,10/06/85,F,A6707AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,,,,,1008624
1008625,MR,LADBROKE,,GROVE,,21/03/87,M,A6708AA,,,,,Y,IRISH,,,1008625
1012867,MRS,MARY,,HIBBERT,,19/09/43,F,A0601AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1012867
1012927,,TEST,,BO-FIN22,,02/04/56,M,A0661AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1012927
1012987,MR,TEST2,,DARRENHDC,,14/04/80,M,A0721AA,W9,White: Any other background,,,,,,,1012987
1013007,MR,JIMMY,,FOREMAN,JR,18/06/77,M,A6694AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,04/552K,Y,,,,1008609
1013048,,HYDROGEN,,BO-MB,,10/05/67,M,A0782AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013048
1013049,,WATER,,BO-ND,,12/05/68,M,A0783AA,W2,White : Irish,,,Y,IRISH,,,1013049
1013050,,SCATTER,,BO-MB,,11/11/72,M,A0784AA,W2,White : Irish,,,Y,IRISH,,,1013050
1013055,,BIOLOGICAL,,BO-MB,,12/04/72,M,A0789AA,M1,Mixed: White and Black Caribbean,,,Y,IRISH,,,1013055
1013056,,WATER,,BO-MB,,10/02/60,M,A0790AA,W2,White : Irish,,,Y,IRISH,,,1013056
1013167,,DISCHARGE,,BO-FIN0007,,01/01/75,M,A0901AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1013167
1013187,,CHARLES,,PAGE,,14/02/75,M,A0528AA,,,,,Y,IRISH,,,1012794
1013188,,ERIC,,JOLLY,,10/10/80,M,A8072AA,,,,,Y,,,,1010047
1013189,,TIMOTHY,,DARREN,,14/04/80,M,A0721AA,,,,,,,,,1012987
1013209,,HARRY,,MARTIN,,16/06/85,M,A0922AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,07/225531,,,,,1013208
1013229,,RECEP3,,BO-VIEWPOP,,01/02/75,M,A0943AA,,,,,Y,,,,1013229
1013230,,RECEP4,,BO-VIEWPOP,,02/02/65,M,A0944AA,,,,,Y,,,,1013230
1013234,,TEAPARTY,,BO-STON,,06/06/84,NS,A0948AA,W9,White: Any other background,,,Y,IRISH,,,1013234
1013235,,SARAH,,BO-SALADFINGERS,,01/02/71,F,A0949AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013235
1013236,,MILFORD,,BO-CUBICLE,,19/11/61,M,A0950AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013236
1013237,,JEREMY,,BO-FISHER,,26/05/44,M,A0951AA,M1,Mixed: White and Black Caribbean,,,Y,IRISH,,,1013237
1013238,,MARJORIE,,BO-PHILLIPSBAXTER,,01/09/84,F,A0952AA,NS,Prefer not to say,,,Y,IRISH,,,1013238
1013239,,HUBERT,,BO-CUMBERDALE,,29/12/87,NK,A0953AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013239
1013240,,RIGOBERT,,ROGER,,11/11/80,M,A0954AA,,,,,Y,,,,1013240
1013241,,RIGOBERT,,ROGER2,,11/11/83,M,A0955AA,W9,White: Any other background,,,Y,,,,1013241
1057867,,18806,,NIGEL,,01/01/70,M,A3276AG,,,,,Y,,,,1057867
1013244,,RECEP9,,BO-VIEWPOP,,01/09/55,M,A0958AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1013244
1013245,,RECEP10,,BO-VIEWPOP,,01/01/76,F,A0959AA,W2,White : Irish,,,Y,,,,1013245
