NOMS_NUMBER,DATE_OF_BIRTH,GIVEN_NAME_1,GIVEN_NAME_2,GIVEN_NAME_3,SURNAME,SALUTATION,GENDER_CODE,PNC_ID,NATIONALITY_CODE,CRIMINAL_RECORDS_OFFICE_NUMBER,ESTABLISHMENT_CODE,NOMIS_OFFENDER_ID,ETHNICITY_CODE,WORKING_NAME,SOI_IDENTITY_ID,SOI_OFFENDER_ID
"A1562AE","1980/10/10","AL","","","GEORGE","","M","","","CRO5678","","1057447","","N","4a39e889-7ba4-817c-e050-16ac01107c5c","4a39e889-7ba3-817c-e050-16ac01107c5c"
"A1562AE","1980/10/10","ALAN","","","GEORGE","","M","","","","","1057427","","N","4a39e889-7ba5-817c-e050-16ac01107c5c","4a39e889-7ba3-817c-e050-16ac01107c5c"
"A1562AE","1980/10/10","ALIEN","","","GEORGE","","M","","","CRO1234","","1057448","","N","4a39e889-7ba6-817c-e050-16ac01107c5c","4a39e889-7ba3-817c-e050-16ac01107c5c"
"A1563AE","1970/10/10","HALL","","","JILLY","","M","","","CRO1234","LEI","1057467","","N","4a39e889-7ba8-817c-e050-16ac01107c5c","4a39e889-7ba7-817c-e050-16ac01107c5c"
"A1563AE","1970/10/10","HALL","","","JILL","","M","","","CRO3456","LEI","1057487","","Y","4a39e889-7ba9-817c-e050-16ac01107c5c","4a39e889-7ba7-817c-e050-16ac01107c5c"
"A1563AE","1970/10/10","HALL","","","JIL","","M","","","CRO12345","LEI","1057488","","N","4a39e889-7baa-817c-e050-16ac01107c5c","4a39e889-7ba7-817c-e050-16ac01107c5c"
"A1564AE","1980/10/10","GERRY","","","PERU","","M","","","","","1057507","","N","4a39e889-7bac-817c-e050-16ac01107c5c","4a39e889-7bab-817c-e050-16ac01107c5c"
"A1566AE","1980/10/10","GERRY","","","PERU","","M","","","","","1057528","","N","4a39e889-7bae-817c-e050-16ac01107c5c","4a39e889-7bad-817c-e050-16ac01107c5c"
"A1567AE","1980/10/10","GERRY","","","WOODS","","M","","","","","1057547","","N","4a39e889-7bb0-817c-e050-16ac01107c5c","4a39e889-7baf-817c-e050-16ac01107c5c"
"A1568AE","1980/10/10","GERRY","","","WOODS","","M","","","","","1057567","","N","4a39e889-7bb2-817c-e050-16ac01107c5c","4a39e889-7bb1-817c-e050-16ac01107c5c"
"A1570AE","1980/10/10","GERRY","","","GRANT","","M","","","","LEI","1057588","","Y","4a39e889-7bb4-817c-e050-16ac01107c5c","4a39e889-7bb3-817c-e050-16ac01107c5c"
"A1572AE","1980/10/10","JOE","","","GRANT","","M","","","","","1057608","","N","4a39e889-7bb6-817c-e050-16ac01107c5c","4a39e889-7bb5-817c-e050-16ac01107c5c"
"A1575AE","1980/10/10","BEN","","","GRANT","","M","","","","","1057627","","N","4a39e889-7bb8-817c-e050-16ac01107c5c","4a39e889-7bb7-817c-e050-16ac01107c5c"
"A1576AE","1980/10/10","BOR","","","GRANT","","M","","","CRO1234","","1057629","","N","4a39e889-7bba-817c-e050-16ac01107c5c","4a39e889-7bb9-817c-e050-16ac01107c5c"
"A1576AE","1980/10/10","BORIS","","","GRANT","","M","","","","","1057628","","N","4a39e889-7bbb-817c-e050-16ac01107c5c","4a39e889-7bb9-817c-e050-16ac01107c5c"
"A1577AE","1980/10/10","RICH","","","GRANT","","M","","","CR01234","","1057648","","N","4a39e889-7bbd-817c-e050-16ac01107c5c","4a39e889-7bbc-817c-e050-16ac01107c5c"
"A1577AE","1980/10/10","RICK","","","GRANT","","M","","","","","1057647","","N","4a39e889-7bbe-817c-e050-16ac01107c5c","4a39e889-7bbc-817c-e050-16ac01107c5c"
"A1578AE","1980/10/10","SURYA","","","KADUBUR","","M","","","","","1057667","","N","4a39e889-7bc0-817c-e050-16ac01107c5c","4a39e889-7bbf-817c-e050-16ac01107c5c"
"A1578AE","1980/10/10","VAGGA","","","KADUBUR","","M","","","","","1057668","","N","4a39e889-7bc1-817c-e050-16ac01107c5c","4a39e889-7bbf-817c-e050-16ac01107c5c"
"A1579AE","1980/10/10","VINNY","","","PRABHU","","M","","","","","1057688","","N","4a39e889-7bc3-817c-e050-16ac01107c5c","4a39e889-7bc2-817c-e050-16ac01107c5c"
"A1579AE","1980/10/10","VINT","","","PRABHU","","M","","","","","1057687","","N","4a39e889-7bc4-817c-e050-16ac01107c5c","4a39e889-7bc2-817c-e050-16ac01107c5c"
"A1580AE","1980/10/10","VINAYAK","","","PRABHU","","M","","","","","1057707","","N","4a39e889-7bc6-817c-e050-16ac01107c5c","4a39e889-7bc5-817c-e050-16ac01107c5c"
"A1581AE","1980/10/10","SURESH","","","PRABHU","","M","","","","","1057727","","N","4a39e889-7bc8-817c-e050-16ac01107c5c","4a39e889-7bc7-817c-e050-16ac01107c5c"
"A1581AE","1980/10/10","SURESSS","","","PRABHU","","M","","","CRO1234","","1057728","","N","4a39e889-7bc9-817c-e050-16ac01107c5c","4a39e889-7bc7-817c-e050-16ac01107c5c"
"A1582AE","1980/10/10","JIM","","","SHERYL","","M","","","","","1057747","","N","4a39e889-7bcb-817c-e050-16ac01107c5c","4a39e889-7bca-817c-e050-16ac01107c5c"
"A1582AE","1980/10/10","JIMMY","","","SHERYL","","M","","","CRO0123","","1057748","","N","4a39e889-7bcc-817c-e050-16ac01107c5c","4a39e889-7bca-817c-e050-16ac01107c5c"
"A1585AE","1980/10/10","JIM","","","SHERYL","","M","","","","","1057769","","N","4a39e889-7bce-817c-e050-16ac01107c5c","4a39e889-7bcd-817c-e050-16ac01107c5c"
"A1585AE","1980/10/10","JIMMY","","","SHERYL","","M","","","","","1057770","","N","4a39e889-7bcf-817c-e050-16ac01107c5c","4a39e889-7bcd-817c-e050-16ac01107c5c"
"A1586AE","1980/10/10","HEM","","","JOSHI","","M","","","","","1057772","","N","4a39e889-7bd1-817c-e050-16ac01107c5c","4a39e889-7bd0-817c-e050-16ac01107c5c"
"A1586AE","1980/10/10","HEMEL","","","JOSHI","","M","","","","","1057771","","N","4a39e889-7bd2-817c-e050-16ac01107c5c","4a39e889-7bd0-817c-e050-16ac01107c5c"
"A1587AE","1980/10/10","LIAM","","","CESI","","M","","","CRO1234","","1057787","","N","4a39e889-7bd4-817c-e050-16ac01107c5c","4a39e889-7bd3-817c-e050-16ac01107c5c"
"A1588AE","1980/10/10","LIAM","","","FOX","","M","","","CRO1234","","1057807","","N","4a39e889-7bd6-817c-e050-16ac01107c5c","4a39e889-7bd5-817c-e050-16ac01107c5c"
"A1591AE","1980/10/10","SHEKHAR","","","GANDHI","","M","","","","","1057830","","N","4a39e889-7bd8-817c-e050-16ac01107c5c","4a39e889-7bd7-817c-e050-16ac01107c5c"
"A1591AE","1980/10/10","SHREK","","","GANDHI","","M","","","CRO2876","","1057831","","N","4a39e889-7bd9-817c-e050-16ac01107c5c","4a39e889-7bd7-817c-e050-16ac01107c5c"
"A1594AE","1980/10/10","SHEKHAR","","","GANDHI","","M","","","","","1057849","","N","4a39e889-7bdb-817c-e050-16ac01107c5c","4a39e889-7bda-817c-e050-16ac01107c5c"
"A1595AE","1980/10/10","PRITISH","","","NANDI","","M","","","CRO1234","","1057850","","N","4a39e889-7bdd-817c-e050-16ac01107c5c","4a39e889-7bdc-817c-e050-16ac01107c5c"
"A1596AE","1980/10/10","GOPAL","","","NANDI","","M","","","CRO1234","","1057851","","N","4a39e889-7bdf-817c-e050-16ac01107c5c","4a39e889-7bde-817c-e050-16ac01107c5c"
"A1596AE","1980/10/10","GOPI","","","NANDI","","M","","","CRO0293","","1057852","","N","4a39e889-7be0-817c-e050-16ac01107c5c","4a39e889-7bde-817c-e050-16ac01107c5c"
"A1597AE","1980/10/10","JIG","","","NANDI","","M","","","CRO12345","","1057855","","N","4a39e889-7be2-817c-e050-16ac01107c5c","4a39e889-7be1-817c-e050-16ac01107c5c"
"A1597AE","1980/10/10","JIGNESH","","","NANDI","","M","","","CRO09234","","1057854","","N","4a39e889-7be3-817c-e050-16ac01107c5c","4a39e889-7be1-817c-e050-16ac01107c5c"
"A1597AE","1980/10/10","JIGS","","","NANDI","","M","","","CRO1234","","1057853","","N","4a39e889-7be4-817c-e050-16ac01107c5c","4a39e889-7be1-817c-e050-16ac01107c5c"
"A1598AE","1980/10/10","NANDKUMAR","","","PATEL","","M","","","CRO12343","","1057857","","N","4a39e889-7be6-817c-e050-16ac01107c5c","4a39e889-7be5-817c-e050-16ac01107c5c"
"A1598AE","1980/10/10","NANDU","","","PATEL","","M","","","","","1057856","","N","4a39e889-7be7-817c-e050-16ac01107c5c","4a39e889-7be5-817c-e050-16ac01107c5c"
"A1599AE","1980/10/10","MAN","","","PATIL","","M","","","","","1057869","","N","4a39e889-7be9-817c-e050-16ac01107c5c","4a39e889-7be8-817c-e050-16ac01107c5c"
"A1599AE","1980/10/10","MANOJ","","","PATIL","","M","","","CRO23231","","1057867","","N","4a39e889-7bea-817c-e050-16ac01107c5c","4a39e889-7be8-817c-e050-16ac01107c5c"
"A1599AE","1980/10/10","MANU","","","PATIL","","M","","","CRO232322","","1057868","","N","4a39e889-7beb-817c-e050-16ac01107c5c","4a39e889-7be8-817c-e050-16ac01107c5c"
"A1600AE","1982/10/10","NAG","","","PATIL","","M","","","CR02323134","","1057871","","N","4a39e889-7bed-817c-e050-16ac01107c5c","4a39e889-7bec-817c-e050-16ac01107c5c"
"A1600AE","1982/10/10","NAGESH","","","PATIL","","M","","","","","1057870","","N","4a39e889-7bee-817c-e050-16ac01107c5c","4a39e889-7bec-817c-e050-16ac01107c5c"
"A1601AE","1983/10/10","NAGESH","","","PATEL","","M","","","CRO0342323","","1057872","","N","4a39e889-7bf0-817c-e050-16ac01107c5c","4a39e889-7bef-817c-e050-16ac01107c5c"
"A1601AE","1983/10/10","NAGU","","","PATEL","","M","","","","","1057873","","N","4a39e889-7bf1-817c-e050-16ac01107c5c","4a39e889-7bef-817c-e050-16ac01107c5c"
"A1602AE","1980/10/10","ROGER","","","MOORE","","M","","","","","1057887","","N","4a39e889-7bf3-817c-e050-16ac01107c5c","4a39e889-7bf2-817c-e050-16ac01107c5c"
"A1603AE","1980/10/10","TOM","","","GRANT","","M","","","CRO1234","","1057907","","N","4a39e889-7bf5-817c-e050-16ac01107c5c","4a39e889-7bf4-817c-e050-16ac01107c5c"
"A1606AE","1980/10/10","JO","","","GRANT","","M","","","","LEI","1057912","","N","4a39e889-7bf7-817c-e050-16ac01107c5c","4a39e889-7bf6-817c-e050-16ac01107c5c"
"A1606AE","1980/10/10","JOHN","","","GRANT","","M","","","","LEI","1057910","","Y","4a39e889-7bf8-817c-e050-16ac01107c5c","4a39e889-7bf6-817c-e050-16ac01107c5c"
"A1606AE","1980/10/10","JOHNY","","","GRANT","","M","","","","LEI","1057911","","N","4a39e889-7bf9-817c-e050-16ac01107c5c","4a39e889-7bf6-817c-e050-16ac01107c5c"
"A1606AE","1980/10/10","JON","","","GRANT","","M","","","","LEI","1057914","","N","4a39e889-7bfa-817c-e050-16ac01107c5c","4a39e889-7bf6-817c-e050-16ac01107c5c"
"A1609AE","1980/10/10","JER","","","GRANT","","M","","","","","1057918","","N","4a39e889-7bfc-817c-e050-16ac01107c5c","4a39e889-7bfb-817c-e050-16ac01107c5c"
"A1609AE","1980/10/10","JEREMY","","","GRANT","","M","","","","","1057917","","N","4a39e889-7bfd-817c-e050-16ac01107c5c","4a39e889-7bfb-817c-e050-16ac01107c5c"
"A1609AE","1980/10/10","JERM","","","GRANT","","M","","","","","1057919","","N","4a39e889-7bfe-817c-e050-16ac01107c5c","4a39e889-7bfb-817c-e050-16ac01107c5c"
"A1610AE","1980/10/10","JER","","","FOSTER","","M","","","","","1057921","","N","4a39e889-7c00-817c-e050-16ac01107c5c","4a39e889-7bff-817c-e050-16ac01107c5c"
"A1610AE","1980/10/10","JEREMY","","","FOSTER","","M","","","","","1057920","","N","4a39e889-7c01-817c-e050-16ac01107c5c","4a39e889-7bff-817c-e050-16ac01107c5c"
"A1610AE","1980/10/10","JERM","","","FOSTER","","M","","","","","1057922","","N","4a39e889-7c02-817c-e050-16ac01107c5c","4a39e889-7bff-817c-e050-16ac01107c5c"
"A1611AE","1980/10/10","JER","","","MANDALIA","","M","","","","","1057924","","N","4a39e889-7c04-817c-e050-16ac01107c5c","4a39e889-7c03-817c-e050-16ac01107c5c"
"A1611AE","1980/10/10","JEREMY","","","MANDALIA","","M","","","","","1057923","","N","4a39e889-7c05-817c-e050-16ac01107c5c","4a39e889-7c03-817c-e050-16ac01107c5c"
"A1611AE","1980/10/10","JERM","","","MANDALIA","","M","","","","","1057925","","N","4a39e889-7c06-817c-e050-16ac01107c5c","4a39e889-7c03-817c-e050-16ac01107c5c"
"A1616AE","1980/10/10","ANDREW","","","GEORGE","","M","","","","","1057931","","N","4a39e889-7c08-817c-e050-16ac01107c5c","4a39e889-7c07-817c-e050-16ac01107c5c"
"A1616AE","1980/10/10","ANDY","","","GEORGE","","M","","","","","1057932","","N","4a39e889-7c09-817c-e050-16ac01107c5c","4a39e889-7c07-817c-e050-16ac01107c5c"
"A1617AE","1980/10/10","AND","","","GEORGE","","M","","","","","1057935","","N","4a39e889-7c0b-817c-e050-16ac01107c5c","4a39e889-7c0a-817c-e050-16ac01107c5c"
"A1617AE","1980/10/10","ANDREW","","","GEORGE","","M","","","","","1057933","","N","4a39e889-7c0c-817c-e050-16ac01107c5c","4a39e889-7c0a-817c-e050-16ac01107c5c"
"A1617AE","1980/10/10","ANDY","","","GEORGE","","M","","","","","1057934","","N","4a39e889-7c0d-817c-e050-16ac01107c5c","4a39e889-7c0a-817c-e050-16ac01107c5c"
"A1620AE","1980/10/10","CHHHRIS","","","GEORGE","","M","2004/3318086A","","CRO1234","","1057952","","N","4a39e889-7c0f-817c-e050-16ac01107c5c","4a39e889-7c0e-817c-e050-16ac01107c5c"
"A1620AE","1980/10/10","CHRIS","","","GEORGE","","M","","","","","1057949","","N","4a39e889-7c10-817c-e050-16ac01107c5c","4a39e889-7c0e-817c-e050-16ac01107c5c"
"A1620AE","1980/10/10","CHRIST","","","GEORGE","","M","","","","","1057951","","N","4a39e889-7c11-817c-e050-16ac01107c5c","4a39e889-7c0e-817c-e050-16ac01107c5c"
"A1620AE","1980/10/10","CHRISTOPHER","","","GEORGE","","M","","","","","1057950","","N","4a39e889-7c12-817c-e050-16ac01107c5c","4a39e889-7c0e-817c-e050-16ac01107c5c"
"A1621AE","1980/10/10","CHHRIS","","","HERBERT","","M","2004/3318086A","","CRO34244","","1057956","","N","4a39e889-7c14-817c-e050-16ac01107c5c","4a39e889-7c13-817c-e050-16ac01107c5c"
"A1621AE","1980/10/10","CHRIS","","","HERBERT","","M","","","","","1057953","","N","4a39e889-7c15-817c-e050-16ac01107c5c","4a39e889-7c13-817c-e050-16ac01107c5c"
"A1621AE","1980/10/10","CHRIST","","","HERBERT","","M","","","","","1057954","","N","4a39e889-7c16-817c-e050-16ac01107c5c","4a39e889-7c13-817c-e050-16ac01107c5c"
"A1621AE","1980/10/10","CHRISTOPHER","","","HERBERT","","M","","","","","1057955","","N","4a39e889-7c17-817c-e050-16ac01107c5c","4a39e889-7c13-817c-e050-16ac01107c5c"
"A1624AE","1980/10/10","CHRIS","","","MCCABE","","M","","","","","1057959","","N","4a39e889-7c19-817c-e050-16ac01107c5c","4a39e889-7c18-817c-e050-16ac01107c5c"
"A1624AE","1980/10/10","CHRIST","","","MCCABE","","M","","","CRO349423","","1057960","","N","4a39e889-7c1a-817c-e050-16ac01107c5c","4a39e889-7c18-817c-e050-16ac01107c5c"
"A1625AE","1980/10/10","CHRIS","","","BELLY","","M","","","","","1057961","","N","4a39e889-7c1c-817c-e050-16ac01107c5c","4a39e889-7c1b-817c-e050-16ac01107c5c"
"A1625AE","1980/10/10","CHRIST","","","BELLY","","M","","","CRO34343","","1057962","","N","4a39e889-7c1d-817c-e050-16ac01107c5c","4a39e889-7c1b-817c-e050-16ac01107c5c"
"A1626AE","1980/10/10","CHRIS","","","SMITH","","M","","","","","1057963","","N","4a39e889-7c1f-817c-e050-16ac01107c5c","4a39e889-7c1e-817c-e050-16ac01107c5c"
"A1626AE","1980/10/10","CHRIST","","","SMITH","","M","","","CEWRF983423","","1057964","","N","4a39e889-7c20-817c-e050-16ac01107c5c","4a39e889-7c1e-817c-e050-16ac01107c5c"
"A1627AE","1980/10/10","CHRIS","","","SMITH","","M","","","","","1057965","","N","4a39e889-7c22-817c-e050-16ac01107c5c","4a39e889-7c21-817c-e050-16ac01107c5c"
"A1628AE","1980/10/10","JOHN","","","ENGLISH","","M","","","","","1057967","","N","4a39e889-7c24-817c-e050-16ac01107c5c","4a39e889-7c23-817c-e050-16ac01107c5c"
"A1628AE","1980/10/10","JOHNY","","","ENGLISH","","M","","","","","1057966","","N","4a39e889-7c25-817c-e050-16ac01107c5c","4a39e889-7c23-817c-e050-16ac01107c5c"
"A1630AE","1980/10/10","JO","","","ENGLISH","","M","","","","","1057970","","N","4a39e889-7c27-817c-e050-16ac01107c5c","4a39e889-7c26-817c-e050-16ac01107c5c"
"A1630AE","1980/10/10","JOHN","","","ENGLISH","","M","","","CRO2321","","1057971","","N","4a39e889-7c28-817c-e050-16ac01107c5c","4a39e889-7c26-817c-e050-16ac01107c5c"
"A1630AE","1980/10/10","JOHNY","","","ENGLISH","","M","","","","","1057969","","N","4a39e889-7c29-817c-e050-16ac01107c5c","4a39e889-7c26-817c-e050-16ac01107c5c"
"A1631AE","1980/10/10","JOHN","","","ENGLISH","","M","","","CRODSDAS","","1057973","","N","4a39e889-7c2b-817c-e050-16ac01107c5c","4a39e889-7c2a-817c-e050-16ac01107c5c"
"A1631AE","1980/10/10","JOHNY","","","ENGLISH","","M","","","","","1057972","","N","4a39e889-7c2c-817c-e050-16ac01107c5c","4a39e889-7c2a-817c-e050-16ac01107c5c"
"A1632AE","1980/10/10","ALAN","","","SMITH","","M","","","","","1057987","","N","4a39e889-7c2e-817c-e050-16ac01107c5c","4a39e889-7c2d-817c-e050-16ac01107c5c"
"A1632AE","1980/10/10","ALANA","","","SMITH","","M","","","","","1057988","","N","4a39e889-7c2f-817c-e050-16ac01107c5c","4a39e889-7c2d-817c-e050-16ac01107c5c"
"A1633AE","1980/10/10","JO","","","FRASER","","M","","","","","1058009","","N","4a39e889-7c31-817c-e050-16ac01107c5c","4a39e889-7c30-817c-e050-16ac01107c5c"
"A1633AE","1980/10/10","JOHN","","","FRASER","","M","","","","","1058007","","N","4a39e889-7c32-817c-e050-16ac01107c5c","4a39e889-7c30-817c-e050-16ac01107c5c"
"A1633AE","1980/10/10","JOHNY","","","FRASER","","M","","","","","1058008","","N","4a39e889-7c33-817c-e050-16ac01107c5c","4a39e889-7c30-817c-e050-16ac01107c5c"
"A1633AE","1980/10/10","JON","","","FRASER","","M","","","CRO234232","","1058010","","N","4a39e889-7c34-817c-e050-16ac01107c5c","4a39e889-7c30-817c-e050-16ac01107c5c"
"A1634AE","1980/10/10","CHRIS","","","FRASER","","M","","","","","1058027","","N","4a39e889-7c36-817c-e050-16ac01107c5c","4a39e889-7c35-817c-e050-16ac01107c5c"
"A1634AE","1980/10/10","CHRISTOPHER","","","FRASER","","M","","","","","1058028","","N","4a39e889-7c37-817c-e050-16ac01107c5c","4a39e889-7c35-817c-e050-16ac01107c5c"
"A1637AE","1980/10/10","CH","","","FRASER","DR","M","","","FSFERFESF","","1058050","","N","4a39e889-7c39-817c-e050-16ac01107c5c","4a39e889-7c38-817c-e050-16ac01107c5c"
"A1637AE","1980/10/10","CHRIS","","","FRASER","REV","M","","","","","1058049","","N","4a39e889-7c3a-817c-e050-16ac01107c5c","4a39e889-7c38-817c-e050-16ac01107c5c"
"A1638AE","1980/10/10","CHRIS","","","JOVI","","M","","","","","1058051","","N","4a39e889-7c3c-817c-e050-16ac01107c5c","4a39e889-7c3b-817c-e050-16ac01107c5c"
"A1638AE","1980/10/10","CHRIST","","","JOVI","DR","M","","","","","1058052","","N","4a39e889-7c3d-817c-e050-16ac01107c5c","4a39e889-7c3b-817c-e050-16ac01107c5c"
"A1641AE","1980/10/10","CHRIS","","","JONES","","M","","","","","1058069","","N","4a39e889-7c3f-817c-e050-16ac01107c5c","4a39e889-7c3e-817c-e050-16ac01107c5c"
"A1641AE","1980/10/10","CHRIST","","","JONES","MR","M","","","","","1058070","","N","4a39e889-7c40-817c-e050-16ac01107c5c","4a39e889-7c3e-817c-e050-16ac01107c5c"
"A1642AE","1983/10/10","CHRIS","","","JONES","DR","M","","","","","1058071","","N","4a39e889-7c42-817c-e050-16ac01107c5c","4a39e889-7c41-817c-e050-16ac01107c5c"
"A1642AE","1983/10/10","CHRISTOPHER","","","JONES","REV","M","","","","","1058072","","N","4a39e889-7c43-817c-e050-16ac01107c5c","4a39e889-7c41-817c-e050-16ac01107c5c"
"A1643AE","1980/10/10","PAUL","","","SCHOLES","","M","","","","LEI","1058087","","Y","4a39e889-7c45-817c-e050-16ac01107c5c","4a39e889-7c44-817c-e050-16ac01107c5c"
"A1643AE","1980/10/10","PAW","","","SCHOLES","MR","M","","","CRO3223","LEI","1058088","","N","4a39e889-7c46-817c-e050-16ac01107c5c","4a39e889-7c44-817c-e050-16ac01107c5c"
"A1644AE","1981/10/10","STEPHEN","","","TIKOLO","DR","M","","","CEFSESDDA","","1058108","","N","4a39e889-7c48-817c-e050-16ac01107c5c","4a39e889-7c47-817c-e050-16ac01107c5c"
"A1644AE","1980/10/10","STEVE","","","TIKOLO","MR","M","","","","","1058107","","N","4a39e889-7c49-817c-e050-16ac01107c5c","4a39e889-7c47-817c-e050-16ac01107c5c"
"A1649AE","1980/10/10","STEPHENS","","","MATT","REV","M","","","","","1058188","","N","4a39e889-7c4b-817c-e050-16ac01107c5c","4a39e889-7c4a-817c-e050-16ac01107c5c"
"A1649AE","1980/10/10","STEVE","","","MATT","MR","M","","","","","1058187","","N","4a39e889-7c4c-817c-e050-16ac01107c5c","4a39e889-7c4a-817c-e050-16ac01107c5c"
"A1650AE","1980/10/10","JO","","","MORRIS","","M","","","","","1058227","","N","4a39e889-7c4e-817c-e050-16ac01107c5c","4a39e889-7c4d-817c-e050-16ac01107c5c"
"A1651AE","1982/10/10","JO","","","MORRIS","MR","M","","","","","1058247","","N","4a39e889-7c50-817c-e050-16ac01107c5c","4a39e889-7c4f-817c-e050-16ac01107c5c"
"A1651AE","1982/10/10","JOE","","","MORRIS","DR","M","","","CRO232313","","1058248","","N","4a39e889-7c51-817c-e050-16ac01107c5c","4a39e889-7c4f-817c-e050-16ac01107c5c"
"A1652AE","1980/10/10","CHRIS","","","MORRIS","","M","","","","","1058267","","N","4a39e889-7c53-817c-e050-16ac01107c5c","4a39e889-7c52-817c-e050-16ac01107c5c"
"A1652AE","1980/10/10","CHRISTPHER","","","MORRIS","MR","M","","","","","1058287","","N","4a39e889-7c54-817c-e050-16ac01107c5c","4a39e889-7c52-817c-e050-16ac01107c5c"
"A1653AE","1980/10/10","CHRIS","","","MORRIS","","M","","","","","1058307","","N","4a39e889-7c56-817c-e050-16ac01107c5c","4a39e889-7c55-817c-e050-16ac01107c5c"
"A1653AE","1980/10/10","CHRISTPHER","","","MORRIS","MR","M","","","CRO2323","","1058308","","N","4a39e889-7c57-817c-e050-16ac01107c5c","4a39e889-7c55-817c-e050-16ac01107c5c"
"A1654AE","1981/10/10","CHRIS","","","MORRIS","","M","","","","","1058327","","N","4a39e889-7c59-817c-e050-16ac01107c5c","4a39e889-7c58-817c-e050-16ac01107c5c"
"A1654AE","1982/10/10","CHRIST","","","MORRIS","DAME","M","","","CRO12123","","1058347","","N","4a39e889-7c5a-817c-e050-16ac01107c5c","4a39e889-7c58-817c-e050-16ac01107c5c"
"A1655AE","1980/10/10","CHRIS","","","MORRIS","","M","","","","","1058367","","N","4a39e889-7c5c-817c-e050-16ac01107c5c","4a39e889-7c5b-817c-e050-16ac01107c5c"
"A1655AE","1980/10/10","CHRIST","","","MORRIS","MR","M","","","CRO12232","","1058368","","N","4a39e889-7c5d-817c-e050-16ac01107c5c","4a39e889-7c5b-817c-e050-16ac01107c5c"
"A1656AE","1980/10/10","CHRIS","","","PATIL","","M","","","","","1058387","","N","4a39e889-7c5f-817c-e050-16ac01107c5c","4a39e889-7c5e-817c-e050-16ac01107c5c"
"A1657AE","1982/10/10","CHRIS","","","PATIL","DR","M","","","","","1058388","","N","4a39e889-7c61-817c-e050-16ac01107c5c","4a39e889-7c60-817c-e050-16ac01107c5c"
"A1657AE","1980/10/10","CHRIST","","","PATIL","MR","M","","","SFER22323","","1058389","","N","4a39e889-7c62-817c-e050-16ac01107c5c","4a39e889-7c60-817c-e050-16ac01107c5c"
"A1658AE","1982/10/10","JO","","","PATIL","MR","M","","","","","1058391","","N","4a39e889-7c64-817c-e050-16ac01107c5c","4a39e889-7c63-817c-e050-16ac01107c5c"
"A1658AE","1980/10/10","JOE","","","PATIL","","M","","","","","1058390","","N","4a39e889-7c65-817c-e050-16ac01107c5c","4a39e889-7c63-817c-e050-16ac01107c5c"
"A1659AE","1970/12/14","JON","","","SMITH","","NK","","","1111111","","1058407","","N","4a39e889-7c67-817c-e050-16ac01107c5c","4a39e889-7c66-817c-e050-16ac01107c5c"
"A1659AE","1970/11/15","JONY","","","SMITH","","NS","","","31312312343265464356","","1058408","","N","4a39e889-7c68-817c-e050-16ac01107c5c","4a39e889-7c66-817c-e050-16ac01107c5c"
"A1660AE","1980/10/10","TOM","","","GRANT","","M","","","CRO1234^CRO2345","","1058427","","N","4a39e889-7c6a-817c-e050-16ac01107c5c","4a39e889-7c69-817c-e050-16ac01107c5c"
"A1660AE","1980/10/10","TOMMY","","","GRANT","","M","","","","","1058428","","N","4a39e889-7c6b-817c-e050-16ac01107c5c","4a39e889-7c69-817c-e050-16ac01107c5c"
"A1661AE","1980/10/10","PAUL","","","GRANT","","M","","BRIT","","LEI","1058467","","Y","4a39e889-7c6d-817c-e050-16ac01107c5c","4a39e889-7c6c-817c-e050-16ac01107c5c"
"A1662AE","1980/10/10","IGOR","","","MOORE","","M","","ICE","","LEI","1058487","","Y","4a39e889-7c6f-817c-e050-16ac01107c5c","4a39e889-7c6e-817c-e050-16ac01107c5c"
"A1663AE","1970/10/12","TEST","","","ALIAS","","M","","","","","1058507","","N","4a39e889-7c71-817c-e050-16ac01107c5c","4a39e889-7c70-817c-e050-16ac01107c5c"
"A1663AE","1970/10/12","TEST","","","ALIAS1","","M","","","","","1058508","","N","4a39e889-7c72-817c-e050-16ac01107c5c","4a39e889-7c70-817c-e050-16ac01107c5c"
"A1663AE","1970/10/01","TEST","","","ALIAS2","","M","","","","","1058509","","N","4a39e889-7c73-817c-e050-16ac01107c5c","4a39e889-7c70-817c-e050-16ac01107c5c"
"A1664AE","1980/10/10","LIAM","","","FOX","","M","","CAMB","","LEI","1058527","","Y","4a39e889-7c75-817c-e050-16ac01107c5c","4a39e889-7c74-817c-e050-16ac01107c5c"
"A1665AE","1980/10/10","BOMAN","","","GRANT","","M","","","","LEI","1058547","","Y","4a39e889-7c77-817c-e050-16ac01107c5c","4a39e889-7c76-817c-e050-16ac01107c5c"
"A1668AE","1980/10/10","GERRY","","","GRANT","","M","","","","LEI","1058569","","Y","4a39e889-7c79-817c-e050-16ac01107c5c","4a39e889-7c78-817c-e050-16ac01107c5c"
"A1669AE","1980/10/10","JO","","","GRANT","","M","","","","LEI","1058587","","Y","4a39e889-7c7b-817c-e050-16ac01107c5c","4a39e889-7c7a-817c-e050-16ac01107c5c"
"A1670AE","1980/10/10","JAYANT","","","YADAV","","M","","","","BMI","1058607","","Y","4a39e889-7c7d-817c-e050-16ac01107c5c","4a39e889-7c7c-817c-e050-16ac01107c5c"
